id,split,label,label_name,text
131,validation,4,sci.space,"Archive-name: space/schedule
Last-modified: $Date: 93/04/01 14:39:23 $

SPACE SHUTTLE ANSWERS, LAUNCH SCHEDULES, TV COVERAGE

    SHUTTLE LAUNCHINGS AND LANDINGS; SCHEDULES AND HOW TO SEE THEM

    Shuttle operations are discussed in the Usenet group sci.space.shuttle,
    and Ken Hollis (gandalf@pro-electric.cts.com) posts a compressed version
    of the shuttle manifest (launch dates and other information)
    periodically there. The manifest is also available from the Ames SPACE
    archive in SPACE/FAQ/manifest. The portion of his manifest formerly
    included in this FAQ has been removed; please refer to his posting or
    the archived copy. For the most up to date information on upcoming
    missions, call (407) 867-INFO (867-4636) at Kennedy Space Center.

    Official NASA shuttle status reports are posted to sci.space.news
    frequently.


    WHY DOES THE SHUTTLE ROLL JUST AFTER LIFTOFF?

    The following answer and translation are provided by Ken Jenks
    (kjenks@gothamcity.jsc.nasa.gov).

    The ""Ascent Guidance and Flight Control Training Manual,"" ASC G&C 2102,

	""During the vertical rise phase, the launch pad attitude is
	commanded until an I-loaded V(rel) sufficient to assure launch tower
	clearance is achieved. Then, the tilt maneuver (roll program)
	orients the vehicle to a heads down attitude required to generate a
	negative q-alpha, which in turn alleviates structural loading. Other
	advantages with this attitude are performance gain, decreased abort
	maneuver complexity, improved S-band look angles, and crew view of
	the horizon. The tilt maneuver is also required to start gaining
	downrange velocity to achieve the main engine cutoff (MECO) target
	in second stage.""

    This really is a good answer, but it's couched in NASA jargon. I'll try
    to interpret.

    1)	We wait until the Shuttle clears the tower before rolling.

    2)	Then, we roll the Shuttle around so that the angle of attack
	between the wind caused by passage through the atmosphere (the
	""relative wind"") and the chord of the wings (the imaginary line
	between the leading edge and the trailing edge) is a slightly
	negative angle (""a negative q-alpha"").	This causes a little bit of
	""downward"" force (toward the belly of the Orbiter, or the +Z
	direction) and this force ""alleviates structural loading.""
	We have to be careful about those wings -- they're about the
	most ""delicate"" part of the vehicle.

    3)	The new attitude (after the roll) also allows us to carry more
	mass to orbit, or to achieve a higher orbit with the same mass, or
	to change the orbit to a higher or lower inclination than would be
	the case if we didn't roll (""performance gain"").

    4)	The new attitude allows the crew to fly a less complicated
	flight path if they had to execute one of the more dangerous abort
	maneuvers, the Return To Launch Site (""decreased abort maneuver
	complexity"").

    5)	The new attitude improves the ability for ground-based radio
	antennae to have a good line-of-sight signal with the S-band radio
	antennae on the Orbiter (""improved S-band look angles"").

    6)	The new attitude allows the crew to see the horizon, which is a
	helpful (but not mandatory) part of piloting any flying machine.

    7)	The new attitude orients the Shuttle so that the body is
	more nearly parallel with the ground, and the nose to the east
	(usually).  This allows the thrust from the engines to add velocity
	in the correct direction to eventually achieve orbit.  Remember:
	velocity is a vector quantity made of both speed and direction.
	The Shuttle has to have a large horizontal component to its
	velocity and a very small vertical component to attain orbit.

    This all begs the question, ""Why isn't the launch pad oriented to give
    this nice attitude to begin with?  Why does the Shuttle need to roll to
    achieve that attitude?""  The answer is that the pads were leftovers
    from the Apollo days.  The Shuttle straddles two flame trenches -- one
    for the Solid Rocket Motor exhaust, one for the Space Shuttle Main
    Engine exhaust.  (You can see the effects of this on any daytime
    launch.  The SRM exhaust is dirty gray garbage, and the SSME exhaust is
    fluffy white steam.  Watch for the difference between the ""top""
    [Orbiter side] and the ""bottom"" [External Tank side] of the stack.) The
    access tower and other support and service structure are all oriented
    basically the same way they were for the Saturn V's.  (A side note: the
    Saturn V's also had a roll program.  Don't ask me why -- I'm a Shuttle
    guy.)

    I checked with a buddy in Ascent Dynamics.	He added that the ""roll
    maneuver"" is really a maneuver in all three axes: roll, pitch and yaw.
    The roll component of that maneuver is performed for the reasons
    stated.  The pitch component controls loading on the wings by keeping
    the angle of attack (q-alpha) within a tight tolerance.  The yaw
    component is used to determine the orbital inclination.  The total
    maneuver is really expressed as a ""quaternion,"" a grad-level-math
    concept for combining all three rotation matrices in one four-element
    array.


    HOW TO RECEIVE THE NASA TV CHANNEL, NASA SELECT

    NASA SELECT is broadcast by satellite. If you have access to a satellite
    dish, you can find SELECT on Satcom F2R, Transponder 13, C-Band, 72
    degrees West Longitude, Audio 6.8, Frequency 3960 MHz. F2R is stationed
    over the Atlantic, and is increasingly difficult to receive from
    California and points west. During events of special interest (e.g.
    shuttle missions), SELECT is sometimes broadcast on a second satellite
    for these viewers.

    If you can't get a satellite feed, some cable operators carry SELECT.
    It's worth asking if yours doesn't.

    The SELECT schedule is found in the NASA Headline News which is
    frequently posted to sci.space.news. Generally it carries press
    conferences, briefings by NASA officials, and live coverage of shuttle
    missions and planetary encounters. SELECT has recently begun carrying
    much more secondary material (associated with SPACELINK) when missions
    are not being covered.


    AMATEUR RADIO FREQUENCIES FOR SHUTTLE MISSIONS

    The following are believed to rebroadcast space shuttle mission audio:

	W6FXN  - Los Angeles
	K6MF   - Ames Research Center, Mountain View, California
	WA3NAN - Goddard Space Flight Center (GSFC), Greenbelt, Maryland.
	W5RRR  - Johnson Space Center (JSC), Houston, Texas
	W6VIO  - Jet Propulsion Laboratory (JPL), Pasadena, California.
	W1AW Voice Bulletins

	Station    VHF	   10m	   15m	   20m	  40m	 80m
	------	 ------  ------  ------  ------  -----	-----
	W6FXN	 145.46
	K6MF	 145.585			 7.165	3.840
	WA3NAN	 147.45  28.650  21.395  14.295  7.185	3.860
	W5RRR	 146.64  28.400  21.350  14.280  7.227	3.850
	W6VIO	 224.04		 21.340  14.270
	W6VIO	 224.04		 21.280  14.282  7.165	3.840
	W1AW		 28.590  21.390  14.290  7.290	3.990

    W5RRR transmits mission audio on 146.64, a special event station on the
    other frequencies supplying Keplerian Elements and mission information.

    W1AW also transmits on 147.555, 18.160. No mission audio but they
    transmit voice bulletins at 0245 and 0545 UTC.

    Frequencies in the 10-20m bands require USB and frequencies in the 40
    and 80m bands LSB. Use FM for the VHF frequencies.

    [This item was most recently updated courtesy of Gary Morris
    (g@telesoft.com, KK6YB, N5QWC)]


    SOLID ROCKET BOOSTER FUEL COMPOSITION

    Reference: ""Shuttle Flight Operations Manual"" Volume 8B - Solid Rocket
    Booster Systems, NASA Document JSC-12770

    Propellant Composition (percent)

    Ammonium perchlorate (oxidizer)			69.6
    Aluminum						16
    Iron Oxide (burn rate catalyst)			0.4
    Polybutadiene-acrilic acid-acrylonitrile (a rubber) 12.04
    Epoxy curing agent					1.96

    End reference

    Comment: The aluminum, rubber, and epoxy all burn with the oxidizer."
133,validation,1,misc.forsale,"1992 Saturn SL2 

5spd  23K miles

AC, cruise, ABS, Air Bag, Cassette, Anti Theft

Excellent

12,000/obo

Consider 85-88 4dr 5spd compact as part trade"
144,validation,3,sci.med,"
Flights of fancy, and other irrational approaches, are common.  The crucial
thing is not to sit around just having fantasies; they aren't of any use
unless they make you do some experiments.  I've known a lot of scientists
whose fantasies lead them on to creative work; usually they won't admit
out loud what the fantasy was, prior to the consumption of a few beers.

(Simple example: Warren Jelinek noticed an extremely heavy band on a DNA
electrophoresis gel of human ALU fragments.  He got very excited, hoping that
he'd seen some essential part of the control mechanism for eukaryotic
genes.  This fantasy led him to sequence samples of the band and carry out
binding assays.  The result was a well-conserved, 400 or so bp, sequence
that occurs about 500,000 times in the human genome.  Unfortunately for
Warren's fantasy, it turns out to be a transposon that is present in
so many copies because it replicates itself and copies itself back into
the genome.  On the other hand, the characteristics of transposons were
much elucidated; the necessity of a cellular reverse transcriptase was
recognized; and the standard method of recognizing human DNA was created.
Other species have different sets of transposons.  Fortunately for me,
Warren and I used to eat dinner at T.G.I. Fridays all the time.)


I'm not sure that it's random.  But there is no known rational mechanism
for generating a rich set of interesting hypotheses.  If you are really
working in an unknown area, it is unlikely that you will have much sense
of what might or might not be true; under those circumstances, the best
thing to do is just follow whatever instincts you have.  If they are wrong,
you will find out soon enough; but at least, you will find out _something_.
If you try to do experiments at random, with no prior conceptions at all
in mind, you will probably get nowhere.


Unfortunately, the critical function does sometimes become hostage to
non-rational forces.  Then we get varieties of pathological science:
Lysenko, Mirsky's opposition to DNA-as-gene, cold fusion, and so forth.


I don't agree that this follows.  In fact, this is _exactly_ the point at
which I disagree with Feyerabend.  It is a most important part of the
culture of science that one keeps one's jealousies out of the refereeing
process.  Failures there are aplenty, but, on the whole, things work out.

Another point: there are a couple of senses of the phrase ``experimental
design''.  I'd say that the less rational part is in experimental _choice_,
not design.  Alexander Fleming (Proc. Royal Soc., 1922) chose to look for
bacteriophage in his own mucus for strange reasons (Phage had previously
been found in locust diarrhea; Fleming probably thought runny bottom, runny
nose, what the hell, it's worth a try.) but his method of looking for phage
was well-designed to detect anything phage-like; in fact, he found lysozyme.


It is not clear to me what you mean by rational vs. irrational.  Perhaps
you can give a few examples of surprising experiments that were tried out
for perfectly rational reasons, or interesting new theories that were first
advanced from logical grounds.  The main examples I can think of are from
modern high-energy physics which is not typical of science as a whole."
146,validation,0,comp.graphics,"To:All

Hi,

Does anybody have the source code to the externel processes that comes with 3D 
Studio, and mabe som kind of DOC for writing the processes your self.


/Lars

+++ Author: Lars_Jorgensen@p7.syntax.bbs.bad.se, Syntax BBS, Denmark"
148,validation,3,sci.med,"
This is also commonly seen in new teachers.  The first few years, they're
sick a lot, but gradually seem to build up immunities to almost everything
common.  Come to think of it, I was about my healthiest when I was
working in a pathogens lab, exposed to who-knows-what all the time.  Pre-OSHA,
of course."
152,validation,2,rec.autos,"
	I'm no mustang head, but don't the early ones have a simple
strut suspension (that is, with no upper A-arm)?  Just a strut
going down to a lower control arm (single bushing: not an A-arm), with a
tension/compression rod locating it in the forward/backward direction?

	Anyway, simple strut suspensions like this can be lowered just by using
shorter springs, cutting the springs, lowering the spring perch or shortening
the strut below the perch.  In each of these cases, the suspension geometry
will suffer because the lower control arms will not be at the
intended angle.  A spacer placed between control arm and the bottom
of the strut (roughly the height of the reduction) will restore
the suspension geometry.  IMHO, the kit that includes the spacer
is the only way to go...

--Ken"
155,validation,3,sci.med,"  HELP!
Maybe anybody know names of conferences in
Please help Me find any information for next keywords:
echocardiography and cardiology+dopler
I hawe no informatins on this subjects 2 years becouse i leave in
Tbilisy.
sorry for my bad english!
MY adress: irina@kiria.kheta.georgia.su

"
164,validation,2,rec.autos,"rites:
something near the suburbs, people do at least glance over.  Remember, an
alarm is only a deterent, not a prevention.  If a thief sees two cars he
""likes"", one has an alarm and the other doesn't, he's obviously going to skip
the alarmed car and avoid the hassle.  There is a way around every alarm, but
at least you've got SOMETHING on your side.....
                                                            Rob Fusi
                                                            rwf2@lehigh.edu"
168,validation,4,sci.space,"
Glad to see Griffin is spending his time on engineering rather than on
ritual purification of the language.  Pity he got stuck with the turkey
rather than one of the sensible options."
170,validation,1,misc.forsale,"Fellow netters,

I have an Okidata printer I would like to sell.  A description follows:

Okidata 180 printer including cables for both IBM compatibles (Centronics
parallel) and Commodore (RS-232 - round).  Also includes power cable, manual,
and a handful of computer paper to get you started.  This is a 9-pin printer. 
I recently cleaned the printhead and installed a new ribbon.  A print sample 
can be provided upon request.  This is a very dependable printer - it never
jams or does ""weird"" things.  I have used it with a Commodore for about 3 years
and am now using it with my 486sx.  I use mainly WordPerfect 5.1 (see next
post) for which I got a driver (at no charge) that directly supports the 
Okidata 180 in Epson FX mode. 

When I got the printer, it was selling for around $200-220 new (I got mine
from Tenex brand new - for a Christmas present).  I would like to get about
$100 or so for it.  If you are interested at all in it, please give me a ring
(E-Mail) and make an offer."
172,validation,3,sci.med,"
Short of changes by the feds, there is no way.  Codeine alone is very
difficult to prescribe without a lot of hassles.  Tylenol #3 is the
best compromise.  That way he can get refills.  The amount of acetominophen
he is getting with his codeine won't hurt him any.

-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" "
179,validation,0,comp.graphics,"
For those of you who don't need 24 bit, I got a 32 colour Amiga IFF
of a cloudless Earth (scanned). Looks okay when mapped on a sphere.
E-mail me and I'll send it you...

Louis
"
192,validation,2,rec.autos,"Does that mean that they're gonna bring back the Biscayne and Bel Air?
"
197,validation,4,sci.space,"

It's my understanding that the freezing will start to occur because of the
growing distance of Pluto and Charon from the Sun, due to it's
elliptical orbit. It is not due to shadowing effects. 


Pluto can shadow Charon, and vice-versa.

George Krumins
-- "
203,validation,2,rec.autos,"an excellent automatic can be found in the subaru legacy.  it switches to
""sport"" mode when the electronics figure it,  not when the driver sets
the switch.. which is the proper way to do it, IMO.  so what does ""sport""
mode entail?  several things:

1) revving to red line (or to the rev limiter in the case of the legacy)

2) delayed upshifts.  (i.e. if you lift off briefly, it will remain in the
	low gear.  this is handy if you are charging through corners and
	would like to do without the distraction of upshifts when there's
	another curve approaching)

3) part throttle downshifts, based on the *speed* at which the pedal is
	depressed, rather than the *position* of the pedal.  modern
	electronics can measure this very easily and switch to sport mode.
	this is wonderful if you want to charge through a green light about
	to turn red.  my audi senses this very well and can downshift on as
	little as half throttle if my right foot is fast enough.

also, i think that a smart automatic can deliver better gas mileage
than a dumb driver with a stick, all else being equal.. remember that
the idea of a stick being more economical than an automatic makes a
big assumption that the driver is smart enough to know what gear to
use for each situation.. how many times have you ridden with an
inattentive driver cruising on the highway at 55/65 in 4th gear (of a
5 speed)?  

how many % of people who drive manuals *really* know what the best
gear to use is for every conceivable situation?  i'm sure there will
be some who know, but i suspect that a chip controlled automatic with
all possible scenario/ratio combinations stored in ROM is likely to do
better.  i can also say that all my previous assumptions were proved
wrong after i got a car with instantaneous mpg readout... high gear,
low revs and wide open throttle is more economical than low gear, high
revs and small throttle opening.  the explanation is quite simple if
one sits down to think about it, but not that obvious at first sight.
"
209,validation,0,comp.graphics,"Please Ineed information about desk top publishe- post graduate courses
and if possible email address or normal mail.
thanks in advance
"
211,validation,3,sci.med,"
It likely has nothing to do with ""chunks of plaque"" but it sounds like
you may have a neurovascular compromise to your arm and you need medical
attention *before* doing any more weight lifting.  

















-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" "
213,validation,2,rec.autos,"Has anybody noticed that Toyota has an uncanny knack for designing horrible
ugly station wagons?  Tercels, Corollas, Camrys.  Have their designers no
aesthetic sense at all?"
219,validation,1,misc.forsale,"I need to sell the following items:

an Apple IIe computer
includes:
  300 baud modem
  80 columns
  Zenith green monitor
  tons of software and manuals

controller & I/O card
  a Western Digital WDAT-440
includes:
  Winchester controller
  Floppy controller
  2 serial ports
  parallel port

  No docs, but jumper settings are printed on the card.

An AAMAZING  1024x768 .28 dot pitch SVGA monitor
interlaced 14"" unlimited colors
includes:
  Documentation
  power cord and connecting cable

Must sell these items by May 4.  Make me an offer on any of them."
235,validation,4,sci.space,"
	I've heard of sillier things, like a well-known utility company
wanting to buy an 'automated' boiler-cleaning system which uses as many
operators as the old system, and which rumour has it costs three million
more per unit. Automation is more 'efficient' although by what scale they are
not saying..."
236,validation,2,rec.autos,"


Shades of the Edsel! They had pushbuttons in the steering wheel hub
that controlled the auto tranny. It was very disconcerting to shift
into reverse when turning a corner and the wires shorted.





"
243,validation,4,sci.space,"If gamma ray bursters are extragalactic, would absorption from the
galaxy be expected?  How transparent is the galactic core to gamma
rays?

How much energy does a burster put out?  I know energy depends on
distance, which is unknown.  An answer of the form _X_ ergs per
megaparsec^2 is OK.

"
248,validation,0,comp.graphics,"




    While I don't mean to damn Henrik's attempt to be helpful here,
he's using a common misconception that should be corrected.

    Mach banding will occur for any image.  It is not the color
quantization you see when you don't have enough bits.  It is the
human eye's response to transitions or edges between intensities.
The result is that colors near the transistion look brighter on
the brighter side and darker on the darker side.

--Andre
"
